id,version,status,title,agent_role,category,sector,prompt_family,lifecycle_phase,icon,color_token,operator_tab,route_path,quality_total,has_golden_fixture,command_template_count,hash
HASF-FAM-MICHAEL-HOB-303,3.0.0,active,Michael Hoch Home Automation & Audio Architect,Michael Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,home,accent-violet,family,/prompts/family/michael-hoch/hob-303,47,False,2,c3fede7196b481e9d252d538b5b3741df9c0d3cd7ffabfb1ae944196f5ffdfff
HASF-FAM-MICHAEL-ESTATE-304,3.0.0,active,Michael Hoch Family Estate & Trust Planner,Michael Hoch Business Life Agent,Family & Personal,Hoch Family,Business Life,Cross-Lifecycle,folder-lock,accent-violet,family,/prompts/family/michael-hoch/estate-304,47,False,2,afcb97d454aff8750accf0d8297723a206919140505d922b2f1c60814d4a902a
HASF-FAM-MICHAEL-SAFE-305,3.0.0,active,Michael Hoch Emergency & Disaster Preparedness Planner,Michael Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,shield-alert,accent-violet,family,/prompts/family/michael-hoch/safe-305,47,False,2,ad40920fed7cebe7fd661a35907a2714590dd781ebb6979dd30b1779c9939df1
HASF-FAM-MICHAEL-MAINT-306,3.0.0,active,Michael Hoch Smart Home Maintenance Schedule Coordinator,Michael Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,wrench,accent-violet,family,/prompts/family/michael-hoch/maint-306,47,False,2,76ee549b01f6d609384f45ce513a91f063186b5279c160cee5f7ab5fb00906f6
HASF-FAM-ALISON-PERS-307,3.0.0,active,Alison Hoch Family Logistics & Travel Coordinator,Alison Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,calendar,accent-amber,family,/prompts/family/alison-hoch/pers-307,47,False,2,5402500fec68f47591a0279c1f7d8b54649df36c957656c7415cefe304e7a5a6
HASF-FAM-ALISON-BUS-308,3.0.0,active,Alison Hoch Consulting Strategy & Scheduling Advisor,Alison Hoch Business Life Agent,Family & Personal,Hoch Family,Business Life,Cross-Lifecycle,briefcase,accent-amber,family,/prompts/family/alison-hoch/bus-308,47,False,2,f1e6c5fa8ad21dad77ace0058c19f57c139fbb7bb124ece90ef6ab890062ba0e
HASF-FAM-ALISON-HOB-309,3.0.0,active,Alison Hoch Culinary & Garden Design Planner,Alison Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,leaf,accent-amber,family,/prompts/family/alison-hoch/hob-309,47,False,2,b00bdce987163625d21d83183b49c5de3c066727d8dc799bf2acfb4a6942fb15
HASF-FAM-ALISON-HEALTH-310,3.0.0,active,Alison Hoch Family Health & Wellness Tracker,Alison Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,heart-pulse,accent-amber,family,/prompts/family/alison-hoch/health-310,47,False,2,e6cad96f37adfe1843a16784bcb1a23186af1ea35a06311cd645f0cd82c74156
HASF-FAM-ALISON-ESTATE-311,3.0.0,active,Alison Hoch Family Estate & Trust Planner,Alison Hoch Business Life Agent,Family & Personal,Hoch Family,Business Life,Cross-Lifecycle,folder-lock,accent-amber,family,/prompts/family/alison-hoch/estate-311,47,False,2,01d675f416c3ce87694c056e35d60a81f2c303bfe81551dca1802ae571a48bac
HASF-FAM-CAROLINE-PERS-312,3.0.0,active,Caroline Hoch Academic Study & College Prep Companion,Caroline Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,book-open,accent-red,family,/prompts/family/caroline-hoch/pers-312,47,False,2,8a61b1d03959522a96585f2a37c12554c42b2e3e36c94f62abab1b23c728ef30
HASF-FAM-CAROLINE-BUS-313,3.0.0,active,Caroline Hoch First Career & Internship Coach,Caroline Hoch Business Life Agent,Family & Personal,Hoch Family,Business Life,Cross-Lifecycle,briefcase,accent-red,family,/prompts/family/caroline-hoch/bus-313,47,False,2,00e8d7d27be77f2eb0da216954904860396bd8719af812565e364bf299ae7774
HASF-FAM-CAROLINE-HOB-314,3.0.0,active,Caroline Hoch Creative Writing & Digital Art Guide,Caroline Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,palette,accent-red,family,/prompts/family/caroline-hoch/hob-314,47,False,2,72ac0647c93e8ac4a3892df5039e180a31fadd03946587d3324b2701b0abdc63
HASF-FAM-CAROLINE-ACAD-315,3.0.0,active,Caroline Hoch Academic Progression Tracker,Caroline Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,graduation-cap,accent-red,family,/prompts/family/caroline-hoch/acad-315,47,False,2,a6e44eb4af1fdebd04055f9e31adcea33d57ce4ce253f0b44c63906439f7867c
HASF-FAM-CAROLINE-PORT-316,3.0.0,active,Caroline Hoch Hobby & Art Portfolio Guide,Caroline Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,folder-heart,accent-red,family,/prompts/family/caroline-hoch/port-316,47,False,2,2bdf2c709db92f147059e35471a8f320d183c56b6b17be2b92841906bc064c77
HASF-FAM-CLAIRE-PERS-317,3.0.0,active,Claire Hoch STEM Learning Companion & Curiosity Guide,Claire Hoch Personal Life Agent,Family & Personal,Hoch Family,Personal Life,Cross-Lifecycle,puzzle,accent-green,family,/prompts/family/claire-hoch/pers-317,47,False,2,47421169dcc49749816ce8e399543ecfaba6e49096b4b472c0173c3aab0c0b07
HASF-FAM-CLAIRE-BUS-318,3.0.0,active,Claire Hoch Youth Entrepreneurship Simulator,Claire Hoch Business Life Agent,Family & Personal,Hoch Family,Business Life,Cross-Lifecycle,briefcase,accent-green,family,/prompts/family/claire-hoch/bus-318,47,False,2,3d442a7cd5503f9aa4ced646e69da17fd5c3a485d3dea3b42086d5690f3babce
HASF-FAM-CLAIRE-HOB-319,3.0.0,active,Claire Hoch Piano Practice & Soccer Drills Planner,Claire Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,music,accent-green,family,/prompts/family/claire-hoch/hob-319,47,False,2,26c4e3c6669379f81d9930d46f01439f8ad9bdc43cd19388390465ef0f936720
HASF-FAM-CLAIRE-PROGRESS-320,3.0.0,active,Claire Hoch STEM & Piano Progression Tracker,Claire Hoch Hobbies Agent,Family & Personal,Hoch Family,Hobbies,Cross-Lifecycle,activity,accent-green,family,/prompts/family/claire-hoch/progress-320,47,False,2,60e3c4c5247dc459d67e97beab57acf1d63b6f056c0d1c9546bbde9fff881f5d
HASF-EXP-AGI-401,3.0.0,active,Super AI Container Sandbox Commander (Initial Design),AGI Safety & Super AI Super AI Container Sandbox Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/401,48,False,1,26901bed22c99c1b7cc0f6d1f0476865c4838ceaaf9dde4944a0e3bbeb58b7e6
HASF-EXP-AGI-402,3.0.0,active,AGI Alignment Telemetry Validator (Pre-Release Verification),AGI Safety & Super AI AGI Alignment Telemetry Validator Specialist,AGI & Safety,AGI Safety & Super AI,Validator,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/402,48,False,1,601d9a2b0f3965a767149ee9863c97b4ac91a92589f004064a6c8584d790f7b0
HASF-EXP-AGI-403,3.0.0,active,Prompt Injection and Vector Shield (Operational Audit),AGI Safety & Super AI Prompt Injection and Vector Shield Specialist,AGI & Safety,AGI Safety & Super AI,Shield,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/403,48,False,1,785a1969c45139a292fc605322e7fbfe2880320c310a12c93bb3bfad56680c3c
HASF-EXP-AGI-404,3.0.0,active,Model Weight Quarantine Commander (Active Incident Response),AGI Safety & Super AI Model Weight Quarantine Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/404,48,False,1,f1b8456df929a34227250891283452e66f4ed8bebea28a72603019dc411207af
HASF-EXP-AGI-405,3.0.0,active,Reward Hacking and Drift Auditor (Continuous Monitoring),AGI Safety & Super AI Reward Hacking and Drift Auditor Specialist,AGI & Safety,AGI Safety & Super AI,Auditor,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/405,48,False,1,d0683fe42289f2a6b36f4e9dc565c5784f394e5f7d0c8de1f1831367a7bbf0ba
HASF-EXP-AGI-406,3.0.0,active,Super AI Container Sandbox Commander (Compliance Alignment),AGI Safety & Super AI Super AI Container Sandbox Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/406,48,False,1,5bc6bc0fe02c7758872bce1e59cd7307fd26873ccc01757b098eb6ba02407788
HASF-EXP-AGI-407,3.0.0,active,AGI Alignment Telemetry Validator (Initial Design),AGI Safety & Super AI AGI Alignment Telemetry Validator Specialist,AGI & Safety,AGI Safety & Super AI,Validator,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/407,48,False,1,50f360357096f3caaceb91468e7681854afa3e7b41d21d848768d65092a85f82
HASF-EXP-AGI-408,3.0.0,active,Prompt Injection and Vector Shield (Pre-Release Verification),AGI Safety & Super AI Prompt Injection and Vector Shield Specialist,AGI & Safety,AGI Safety & Super AI,Shield,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/408,48,False,1,d44658f5f0ec3ebcb589da79dd9c04df9fe3aaaa8cec22f63cd434d6e940e694
HASF-EXP-AGI-409,3.0.0,active,Model Weight Quarantine Commander (Operational Audit),AGI Safety & Super AI Model Weight Quarantine Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/409,48,False,1,3e5d15c3b0e2a040f61802b3000f26aa6d06392754a700a4dc885827c69ae74c
HASF-EXP-AGI-410,3.0.0,active,Reward Hacking and Drift Auditor (Active Incident Response),AGI Safety & Super AI Reward Hacking and Drift Auditor Specialist,AGI & Safety,AGI Safety & Super AI,Auditor,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/410,48,False,1,6fd9319b89bec6a9d51f946145137695cb8e5660f083ffb9ced903411103e9e9
HASF-EXP-AGI-411,3.0.0,active,Super AI Container Sandbox Commander (Continuous Monitoring),AGI Safety & Super AI Super AI Container Sandbox Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/411,48,False,1,9ab546dee065ff5af8a85a898bbc6a32637ad6a9e97f99901ca387df6b6aa20d
HASF-EXP-AGI-412,3.0.0,active,AGI Alignment Telemetry Validator (Compliance Alignment),AGI Safety & Super AI AGI Alignment Telemetry Validator Specialist,AGI & Safety,AGI Safety & Super AI,Validator,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/412,48,False,1,cf2bd076ae95ac09805145b781dc8fa71816f68ac4e20a5db57896b7e155aa3a
HASF-EXP-AGI-413,3.0.0,active,Prompt Injection and Vector Shield (Initial Design),AGI Safety & Super AI Prompt Injection and Vector Shield Specialist,AGI & Safety,AGI Safety & Super AI,Shield,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/413,48,False,1,ea938e43e2aad6229751728dd810f5d43f6428298275f3a3dc8ec7dc87615502
HASF-EXP-AGI-414,3.0.0,active,Model Weight Quarantine Commander (Pre-Release Verification),AGI Safety & Super AI Model Weight Quarantine Commander Specialist,AGI & Safety,AGI Safety & Super AI,Commander,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/414,48,False,1,9f2c26a3c2fedb0820ef8630bb64b6c2f103dce563ec0416dd4ae01215bc1775
HASF-EXP-AGI-415,3.0.0,active,Reward Hacking and Drift Auditor (Operational Audit),AGI Safety & Super AI Reward Hacking and Drift Auditor Specialist,AGI & Safety,AGI Safety & Super AI,Auditor,Cross-Lifecycle,shield-alert,accent-red,security,/prompts/exp/agi/415,48,False,1,11e368cef5e3f61e29ab9a9cde949ee8142dc7d0106e37c3d4516a50e1ce6f3a
HASF-EXP-HEAL-416,3.0.0,active,Self-Healing Code Remediation Architect (Initial Design),Self-Healing & Re-Planning Self-Healing Code Remediation Architect Specialist,Self-Healing,Self-Healing & Re-Planning,Architect,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/416,48,False,1,c081c9fb92f8def5897a449563499fd64b1421209ab578e71d80ae7d3e1adeea
HASF-EXP-HEAL-417,3.0.0,active,Rollback and Loop Mitigation Coordinator (Pre-Release Verification),Self-Healing & Re-Planning Rollback and Loop Mitigation Coordinator Specialist,Self-Healing,Self-Healing & Re-Planning,Coordinator,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/417,48,False,1,c1943ec133614255aa829e2e2a68f1938fb0f98d9297649b36d55e2a2e625343
HASF-EXP-HEAL-418,3.0.0,active,Infrastructure Drift Self-Healing Guard (Operational Audit),Self-Healing & Re-Planning Infrastructure Drift Self-Healing Guard Specialist,Self-Healing,Self-Healing & Re-Planning,Guard,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/418,48,False,1,163f5db418b3c46b93782303bcbddadb8651b750bd4b11276a2679bc0d1325c0
HASF-EXP-HEAL-419,3.0.0,active,Remediation Feedback Loop Sentinel (Active Incident Response),Self-Healing & Re-Planning Remediation Feedback Loop Sentinel Specialist,Self-Healing,Self-Healing & Re-Planning,Sentinel,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/419,48,False,1,2b01661e22224ba648deb1628b2f358f3a5fb59b4911bbf45691e6757343b927
HASF-EXP-HEAL-420,3.0.0,active,Memory Profile Auto-Recycler (Continuous Monitoring),Self-Healing & Re-Planning Memory Profile Auto-Recycler Specialist,Self-Healing,Self-Healing & Re-Planning,Auto-Recycler,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/420,48,False,1,7427e9ace213b504db798bf88412f0ee98c8c960d562a5ded2426b5bcc16cbdc
HASF-EXP-HEAL-421,3.0.0,active,Self-Healing Code Remediation Architect (Compliance Alignment),Self-Healing & Re-Planning Self-Healing Code Remediation Architect Specialist,Self-Healing,Self-Healing & Re-Planning,Architect,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/421,48,False,1,71f0476911f60a1fbe29eb926e4f0d838c8bf8812605676a4e93a8d8be6a6e3e
HASF-EXP-HEAL-422,3.0.0,active,Rollback and Loop Mitigation Coordinator (Initial Design),Self-Healing & Re-Planning Rollback and Loop Mitigation Coordinator Specialist,Self-Healing,Self-Healing & Re-Planning,Coordinator,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/422,48,False,1,982401860a3e109de5c297e9cfd046149ddcc1770bc02887e40cc67f730d91d2
HASF-EXP-HEAL-423,3.0.0,active,Infrastructure Drift Self-Healing Guard (Pre-Release Verification),Self-Healing & Re-Planning Infrastructure Drift Self-Healing Guard Specialist,Self-Healing,Self-Healing & Re-Planning,Guard,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/423,48,False,1,7e752c9f68d7d1df7af65879c76c8903867c5a19db52a5964fef24366ede9c6b
HASF-EXP-HEAL-424,3.0.0,active,Remediation Feedback Loop Sentinel (Operational Audit),Self-Healing & Re-Planning Remediation Feedback Loop Sentinel Specialist,Self-Healing,Self-Healing & Re-Planning,Sentinel,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/424,48,False,1,4cfec18a9993e0669531ea2b3b91eafa78ff32bdc29e6f9ce5927660a056b6b9
HASF-EXP-HEAL-425,3.0.0,active,Memory Profile Auto-Recycler (Active Incident Response),Self-Healing & Re-Planning Memory Profile Auto-Recycler Specialist,Self-Healing,Self-Healing & Re-Planning,Auto-Recycler,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/425,48,False,1,66ec37125b2a1fa0f1541497467e3c23da18cb781b38a9d200543d833ed7698c
HASF-EXP-HEAL-426,3.0.0,active,Self-Healing Code Remediation Architect (Continuous Monitoring),Self-Healing & Re-Planning Self-Healing Code Remediation Architect Specialist,Self-Healing,Self-Healing & Re-Planning,Architect,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/426,48,False,1,c0e39e02f4e053f28391e98a705c093f5dce4116815125604e8063b474a6b540
HASF-EXP-HEAL-427,3.0.0,active,Rollback and Loop Mitigation Coordinator (Compliance Alignment),Self-Healing & Re-Planning Rollback and Loop Mitigation Coordinator Specialist,Self-Healing,Self-Healing & Re-Planning,Coordinator,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/427,48,False,1,c60af347b359d4679b3435ab4efc4bae1e0b360b5ae8537de0259f182da10116
HASF-EXP-HEAL-428,3.0.0,active,Infrastructure Drift Self-Healing Guard (Initial Design),Self-Healing & Re-Planning Infrastructure Drift Self-Healing Guard Specialist,Self-Healing,Self-Healing & Re-Planning,Guard,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/428,48,False,1,1a2f0a0206be47c1c548cc562996cf71dea953f6a1abd4339cc65048e864f1f5
HASF-EXP-HEAL-429,3.0.0,active,Remediation Feedback Loop Sentinel (Pre-Release Verification),Self-Healing & Re-Planning Remediation Feedback Loop Sentinel Specialist,Self-Healing,Self-Healing & Re-Planning,Sentinel,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/429,48,False,1,7f750713397ab13217960b1b67b02ee5c2e5ef8e0eb5455678405319bb039ad6
HASF-EXP-HEAL-430,3.0.0,active,Memory Profile Auto-Recycler (Operational Audit),Self-Healing & Re-Planning Memory Profile Auto-Recycler Specialist,Self-Healing,Self-Healing & Re-Planning,Auto-Recycler,Cross-Lifecycle,activity,accent-green,devsecops,/prompts/exp/heal/430,48,False,1,a8ce25848f789a519d3549e3f3260ab55a6c25126adf630e4ca1733140a446dc
HASF-EXP-NETHW-431,3.0.0,active,IoT Firmware Binary Security Evaluator (Initial Design),Networks & Hardware Security IoT Firmware Binary Security Evaluator Specialist,Infrastructure & Hardware,Networks & Hardware Security,Evaluator,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/431,48,False,1,722373b54b3858e213cf2041d947060d37ea6de11d9e07f252c290a94efb280b
HASF-EXP-NETHW-432,3.0.0,active,Port Scan Telemetry Responder (Pre-Release Verification),Networks & Hardware Security Port Scan Telemetry Responder Specialist,Infrastructure & Hardware,Networks & Hardware Security,Responder,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/432,48,False,1,21f2b68bd37f4658c6a44ca16cdd6e3ce5ac74c1a44412565ba90b779b3b3174
HASF-EXP-NETHW-433,3.0.0,active,SD-WAN Route Adherence Specialist (Operational Audit),Networks & Hardware Security SD-WAN Route Adherence Specialist Specialist,Infrastructure & Hardware,Networks & Hardware Security,Specialist,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/433,48,False,1,34efe5d0a7ff82975f249cfeeee8d4dd1883aa2ada86bf53778cf6a24e31e55f
HASF-EXP-NETHW-434,3.0.0,active,HSM Encryption Key Compliance Auditor (Active Incident Response),Networks & Hardware Security HSM Encryption Key Compliance Auditor Specialist,Infrastructure & Hardware,Networks & Hardware Security,Auditor,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/434,48,False,1,4a217252625708c533058160d6a2d65b0734b19af1a14cbc04dd119b6c57281c
HASF-EXP-NETHW-435,3.0.0,active,BGP Route Hijack Mitigation Architect (Continuous Monitoring),Networks & Hardware Security BGP Route Hijack Mitigation Architect Specialist,Infrastructure & Hardware,Networks & Hardware Security,Architect,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/435,48,False,1,bb71fb36cc6c92ed5202a965dca85ba04e796e9dfd59db86e785b4f9c604aeaa
HASF-EXP-NETHW-436,3.0.0,active,Hardware Boot Enclave Integrity Guard (Compliance Alignment),Networks & Hardware Security Hardware Boot Enclave Integrity Guard Specialist,Infrastructure & Hardware,Networks & Hardware Security,Guard,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/436,48,False,1,e125b21b7fb02b8305cc577b31e541db16d616e2df370e332346d19052c21a2b
HASF-EXP-NETHW-437,3.0.0,active,IoT Firmware Binary Security Evaluator (Initial Design),Networks & Hardware Security IoT Firmware Binary Security Evaluator Specialist,Infrastructure & Hardware,Networks & Hardware Security,Evaluator,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/437,48,False,1,722373b54b3858e213cf2041d947060d37ea6de11d9e07f252c290a94efb280b
HASF-EXP-NETHW-438,3.0.0,active,Port Scan Telemetry Responder (Pre-Release Verification),Networks & Hardware Security Port Scan Telemetry Responder Specialist,Infrastructure & Hardware,Networks & Hardware Security,Responder,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/438,48,False,1,21f2b68bd37f4658c6a44ca16cdd6e3ce5ac74c1a44412565ba90b779b3b3174
HASF-EXP-NETHW-439,3.0.0,active,SD-WAN Route Adherence Specialist (Operational Audit),Networks & Hardware Security SD-WAN Route Adherence Specialist Specialist,Infrastructure & Hardware,Networks & Hardware Security,Specialist,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/439,48,False,1,34efe5d0a7ff82975f249cfeeee8d4dd1883aa2ada86bf53778cf6a24e31e55f
HASF-EXP-NETHW-440,3.0.0,active,HSM Encryption Key Compliance Auditor (Active Incident Response),Networks & Hardware Security HSM Encryption Key Compliance Auditor Specialist,Infrastructure & Hardware,Networks & Hardware Security,Auditor,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/440,48,False,1,4a217252625708c533058160d6a2d65b0734b19af1a14cbc04dd119b6c57281c
HASF-EXP-NETHW-441,3.0.0,active,BGP Route Hijack Mitigation Architect (Continuous Monitoring),Networks & Hardware Security BGP Route Hijack Mitigation Architect Specialist,Infrastructure & Hardware,Networks & Hardware Security,Architect,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/441,48,False,1,bb71fb36cc6c92ed5202a965dca85ba04e796e9dfd59db86e785b4f9c604aeaa
HASF-EXP-NETHW-442,3.0.0,active,Hardware Boot Enclave Integrity Guard (Compliance Alignment),Networks & Hardware Security Hardware Boot Enclave Integrity Guard Specialist,Infrastructure & Hardware,Networks & Hardware Security,Guard,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/442,48,False,1,e125b21b7fb02b8305cc577b31e541db16d616e2df370e332346d19052c21a2b
HASF-EXP-NETHW-443,3.0.0,active,IoT Firmware Binary Security Evaluator (Initial Design),Networks & Hardware Security IoT Firmware Binary Security Evaluator Specialist,Infrastructure & Hardware,Networks & Hardware Security,Evaluator,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/443,48,False,1,722373b54b3858e213cf2041d947060d37ea6de11d9e07f252c290a94efb280b
HASF-EXP-NETHW-444,3.0.0,active,Port Scan Telemetry Responder (Pre-Release Verification),Networks & Hardware Security Port Scan Telemetry Responder Specialist,Infrastructure & Hardware,Networks & Hardware Security,Responder,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/444,48,False,1,21f2b68bd37f4658c6a44ca16cdd6e3ce5ac74c1a44412565ba90b779b3b3174
HASF-EXP-NETHW-445,3.0.0,active,SD-WAN Route Adherence Specialist (Operational Audit),Networks & Hardware Security SD-WAN Route Adherence Specialist Specialist,Infrastructure & Hardware,Networks & Hardware Security,Specialist,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/445,48,False,1,34efe5d0a7ff82975f249cfeeee8d4dd1883aa2ada86bf53778cf6a24e31e55f
HASF-EXP-NETHW-446,3.0.0,active,HSM Encryption Key Compliance Auditor (Active Incident Response),Networks & Hardware Security HSM Encryption Key Compliance Auditor Specialist,Infrastructure & Hardware,Networks & Hardware Security,Auditor,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/446,48,False,1,4a217252625708c533058160d6a2d65b0734b19af1a14cbc04dd119b6c57281c
HASF-EXP-NETHW-447,3.0.0,active,BGP Route Hijack Mitigation Architect (Continuous Monitoring),Networks & Hardware Security BGP Route Hijack Mitigation Architect Specialist,Infrastructure & Hardware,Networks & Hardware Security,Architect,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/447,48,False,1,bb71fb36cc6c92ed5202a965dca85ba04e796e9dfd59db86e785b4f9c604aeaa
HASF-EXP-NETHW-448,3.0.0,active,Hardware Boot Enclave Integrity Guard (Compliance Alignment),Networks & Hardware Security Hardware Boot Enclave Integrity Guard Specialist,Infrastructure & Hardware,Networks & Hardware Security,Guard,Cross-Lifecycle,cpu,accent-cyan,sast,/prompts/exp/nethw/448,48,False,1,e125b21b7fb02b8305cc577b31e541db16d616e2df370e332346d19052c21a2b
HASF-EXP-SDLC-449,3.0.0,active,Patent and Architectural Novelty Explorer (Initial Design),"SDLC, Design & Audit Patent and Architectural Novelty Explorer Specialist",SDLC Governance,"SDLC, Design & Audit",Explorer,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/449,48,False,1,5012420d4e203120f2a31e1f75eb278a0c3fba18b750068315b6100fbc922305
HASF-EXP-SDLC-450,3.0.0,active,Code Execution and Hotspot Profiler (Pre-Release Verification),"SDLC, Design & Audit Code Execution and Hotspot Profiler Specialist",SDLC Governance,"SDLC, Design & Audit",Profiler,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/450,48,False,1,e47f5f7fd8d7ad7ce4f901c7553052eeb0264e8a3c75a59e6cc4b7c1b6f05395
HASF-EXP-SDLC-451,3.0.0,active,CI/CD Release Security Gatekeeper (Operational Audit),"SDLC, Design & Audit CI/CD Release Security Gatekeeper Specialist",SDLC Governance,"SDLC, Design & Audit",Gatekeeper,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/451,48,False,1,8aef3940fba8a022bf5eadcf114b49ca6d23cb6f0dae5c738c48ac0b584e3225
HASF-EXP-SDLC-452,3.0.0,active,Code Style and Duplication Auditor (Active Incident Response),"SDLC, Design & Audit Code Style and Duplication Auditor Specialist",SDLC Governance,"SDLC, Design & Audit",Auditor,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/452,48,False,1,85ccb255dc333dd512cc0c2def96792d079120343e89a8fcad513fdae5f673df
HASF-EXP-SDLC-453,3.0.0,active,Requirements Tracing Compliance Officer (Continuous Monitoring),"SDLC, Design & Audit Requirements Tracing Compliance Officer Specialist",SDLC Governance,"SDLC, Design & Audit",Officer,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/453,48,False,1,29b2c1cd4b8dcd77f8a212ec637b5d229477f18cab9be24680fd1296ab3f08d4
HASF-EXP-SDLC-454,3.0.0,active,Database Migration Schema Guard (Compliance Alignment),"SDLC, Design & Audit Database Migration Schema Guard Specialist",SDLC Governance,"SDLC, Design & Audit",Guard,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/454,48,False,1,fb044c988a67c86d7428b21c1637cec0e00deb335d3cddafba403193e784dc37
HASF-EXP-SDLC-455,3.0.0,active,Patent and Architectural Novelty Explorer (Initial Design),"SDLC, Design & Audit Patent and Architectural Novelty Explorer Specialist",SDLC Governance,"SDLC, Design & Audit",Explorer,Cross-Lifecycle,clipboard-check,accent-violet,qa,/prompts/exp/sdlc/455,48,False,1,5012420d4e203120f2a31e1f75eb278a0c3fba18b750068315b6100fbc922305
